Name,Value,MOE
All Employer establishments (Total),365569,
All Nonemployer firms,1224264,
Total employment of employers,6793370,
"Total annual payroll of employers ($1,000)",574330369,
"Total revenue of employers ($1,000)",2544000580,
"Revenue of nonemployer firms ($1,000)",76196976,
Establishment Entrants,35516,
Establishment Exits,27904,
All Employer firms (Total),261847,
Firms Age 0 (startups),20377,
Firms Age 1-5 Years,60016,
Firms Age 6-10 Year,38686,
Firms Age 11+ Years,118166,
Firms born before 1977,24602,
Firms with 1 to 19 employees,115424,
Firms with 20 to 499 employees,16586,
Firms with 500 or more employees,432,
"Total revenue of employers ($1,000) for Islands",n/a,
