Name,Value,MOE
Total number of employer and nonemployer businesses,1353138,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,410860,
White-owned non-employer businesses,941750,
Black-owned non-employer businesses,78280,
American Indian- and Alaska Native-owned employer businesses,31720,
Asian-owned non-employer businesses,67050,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,4090,
Hispanic-owned non-employer businesses,264030,
Female-owned non-employer businesses,485050,
Male-owned non-employer businesses,588750,
Veteran-owned non-employer businesses,65760,
