Name,Value,MOE
Median household income,76081,310
Average income,104925,555
Percent high school degree or higher,91.9,0.1
Percent Bachelor's degree or higher,34.5,0.2
Average household size,2.4,
Percent in poverty,11.8,0.2
Percent population 16 years and over in labor force,62.8,0.1
Percent employed,59.4,0.1
Percent disabled,14.2,0.1
Percent with health coverage,94.4,0.1
Percent of all workers 16 and over who commute to work,86.2,0.2
Percent who drive alone to work,69.6,0.2
Percent who carpool to work,7.6,0.1
Percent who use public transportation to commute to work,3.9,0.1
Percent who walk to work,3.3,0.1
Percent who use other means to commute to work,1.8,0
Percent who work from home,13.8,0.1
Average travel time to work (mins),26.6,0.1
Percent with no vehicles available,10.5,0.1
Percent with 1 vehicle available,34.7,0.2
Percent with 2 or more vehicles available,54.9,0.2
Percent veterans,6.4,0.1
Percent foreign born,7.4,
Percent speaking Spanish at home,5.4,0.1
Percent speaking other Indo-European languages at home,3.7,0.1
Percent speaking other Asian and Pacific Island languages at home,2.1,0
