Name,Value,MOE
Total population,12986518,
Percent male,49.3,
Percent female,50.7,
Percent under 5 years,5.3,
Percent under 18 years,20.6,
Percent 18 years and over ,79.4,
Percent 21 years and over,75.3,
Percent working age (25 to 64 years),51.4,
Percent 65 years and over,19.1,
Median age,40.9,0.1
Percent White,75.8,
Percent Black or African American,10.73,
Percent American Indian and Alaska Native,0.18,
Percent Asian,3.7,
Percent Native Hawaiian and Other Pacific Islander,0.04,
Percent some other race,3.43,
Percent two or more races,6.12,
Percent Hispanic (of any race),8.38,
