Name,Value,MOE
All Employer establishments (Total),307685,
Average employment per employer,18,
Establishments with less than 5 employees,159214,
Establishments with 5 to 9 employees,59369,
Average payroll per employee,61138,
Establishments with 10 to 19 employees,40286,
Establishments with 20 to 49 employees,30087,
Establishments with 50 to 99 employees,10356,
Population per employer,42,
Establishments with 100 to 249 employees,5765,
Establishments with 250 to 499 employees,1643,
Establishments with 500 to 999 employees,598,
"Establishments with 1,000 employees or more",367,
Total employment of employers,5584830,
"Total annual payroll of employers ($1,000)",341442697,
Number of farm operations (Ag only),28002,
Total contract and hired labor expense (Ag only),85118000,
Total operating expense (Ag only),1968531000,
Establishment Entrants,27551,
Establishment Exits,22839,
All Employer firms (Total),210606,
Firms Age 0 (startups),15175,
Firms Age 1-5 Years,45862,
Firms Age 6-10 Year,30375,
Firms Age 11+ Years,97910,
Firms born before 1977,21284,
Firms with 1 to 19 employees,186869,
Firms with 20 to 499 employees,27653,
Firms with 500 or more employees,609,
