Name,Value,MOE
All Employer establishments (Total),187012,
All Nonemployer firms,656114,
Total employment of employers,3335284,
"Total annual payroll of employers ($1,000)",172220403,
"Total revenue of employers ($1,000)",1211508107,
"Revenue of nonemployer firms ($1,000)",35485964,
Establishment Entrants,16386,
Establishment Exits,14716,
All Employer firms (Total),123467,
Firms Age 0 (startups),9125,
Firms Age 1-5 Years,27180,
Firms Age 6-10 Year,17262,
Firms Age 11+ Years,57073,
Firms born before 1977,12826,
Firms with 1 to 19 employees,54195,
Firms with 20 to 499 employees,8406,
Firms with 500 or more employees,207,
"Total revenue of employers ($1,000) for Islands",n/a,
