Name,Value,MOE
All Employer establishments (Total),93549,
Average employment per employer,18,
Establishments with less than 5 employees,46935,
Establishments with 5 to 9 employees,18418,
Average payroll per employee,51635,
Establishments with 10 to 19 employees,13329,
Establishments with 20 to 49 employees,9395,
Establishments with 50 to 99 employees,2945,
Population per employer,48,
Establishments with 100 to 249 employees,1693,
Establishments with 250 to 499 employees,536,
Establishments with 500 to 999 employees,191,
"Establishments with 1,000 employees or more",107,
Total employment of employers,1667694,
"Total annual payroll of employers ($1,000)",86111636,
Number of farm operations (Ag only),31747,
Total contract and hired labor expense (Ag only),44723000,
Total operating expense (Ag only),1972749000,
Establishment Entrants,8193,
Establishment Exits,7358,
All Employer firms (Total),61137,
Firms Age 0 (startups),4561,
Firms Age 1-5 Years,13584,
Firms Age 6-10 Year,8618,
Firms Age 11+ Years,28321,
Firms born before 1977,6053,
Firms with 1 to 19 employees,54195,
Firms with 20 to 499 employees,8406,
Firms with 500 or more employees,207,
