Name,Value,MOE
Median household income,62417,401
Average income,86119,692
Percent high school degree or higher,88.5,0.2
Percent Bachelor's degree or higher,27,0.3
Average household size,2.45,
Percent in poverty,16.1,0.2
Percent population 16 years and over in labor force,59.6,0.2
Percent employed,56.4,0.2
Percent disabled,17.7,0.2
Percent with health coverage,94.1,0.1
Percent of all workers 16 and over who commute to work,90.9,0.3
Percent who drive alone to work,77.8,0.3
Percent who carpool to work,9.2,0.2
Percent who use public transportation to commute to work,0.7,0.1
Percent who walk to work,2,0.1
Percent who use other means to commute to work,1.3,0.1
Percent who work from home,9.1,0.2
Average travel time to work (mins),24,0.2
Percent with no vehicles available,6.7,0.2
Percent with 1 vehicle available,32.1,0.3
Percent with 2 or more vehicles available,61.2,0.4
Percent veterans,6.8,0.1
Percent foreign born,4.4,
Percent speaking Spanish at home,3.3,0.1
Percent speaking other Indo-European languages at home,1.6,0.1
Percent speaking other Asian and Pacific Island languages at home,1,0
