Name,Value,MOE
Total number of employer and nonemployer businesses,1007449,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,261990,
White-owned non-employer businesses,609330,
Black-owned non-employer businesses,191270,
American Indian- and Alaska Native-owned employer businesses,6570,
Asian-owned non-employer businesses,25160,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,860,
Hispanic-owned non-employer businesses,51000,
Female-owned non-employer businesses,378000,
Male-owned non-employer businesses,428210,
Veteran-owned non-employer businesses,62170,
