Name,Value,MOE
Total consumer expenditures per household ,84189.3,
Consumer expenditures per household on Alcoholic beverages,525.48,
Consumer expenditures per household on Alcoholic beverages consumed at home,326.87,
Consumer expenditures per household on Apparel & services,1986.59,
Consumer expenditures per household on Men's Apparel,365.43,
Consumer expenditures per household on Women's Apparel,683.63,
Consumer expenditures per household on Children's Apparel,318.52,
Consumer expenditures per household on Boys' Apparel,118.73,
Consumer expenditures per household on Girls' Apparel,116.65,
Consumer expenditures per household on Footware,411.75,
Consumer expenditures per household on Dining out (Food away from home),3336.13,
Consumer expenditures per household on Education,1329.05,
Consumer expenditures per household on Entertainment / Recreation,3496.19,
Consumer expenditures per household on Club membership fees,238.4,
Consumer expenditures per household on Dating services,0.72,
Consumer expenditures per household on Pet food,342.14,
Consumer expenditures per household on Pet services,87.37,
Consumer expenditures per household on Food consumed at home,6344.81,
Consumer expenditures per household on Bakery products consumed at home,813.83,
Consumer expenditures per household on Dairy products consumed at home,597.35,
Consumer expenditures per household on Fruits and vegetables consumed at home,1216.57,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1368.06,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,666.84,
Consumer expenditures per household on Snacks and other food products consumed at home,2349,
Consumer expenditures per household on Health Care,7002.12,
Consumer expenditures per household on Medical services,1339.18,
Consumer expenditures per household on Nonprescription drugs,169.66,
Consumer expenditures per household on Household Services,2375.06,
Consumer expenditures per household on Care for the elderly and handicapped,25.49,
Consumer expenditures per household on Lawn and garden services,629.26,
Consumer expenditures per household on Housekeeping services,198.8,
Consumer expenditures per household on PC repair,4.9,
Consumer expenditures per household on Housing,26974.61,
Consumer expenditures per household on Home improvements,4802.49,
"Consumer expenditures per household on Utilities, fuel, and public services",5447.72,
Consumer expenditures per household on Phone services,1752.98,
Consumer expenditures per household on Water,866.26,
Consumer expenditures per household on Life and other insurance,590.29,
Consumer expenditures per household on Pensions and social security,8641.93,
Consumer expenditures per household on Personal Care Products and Services,826.87,
Consumer expenditures per household on Hair care products,89.56,
Consumer expenditures per household on Personal care products,350.18,
Consumer expenditures per household on Local Transportation,10023.73,
Consumer expenditures per household on Gasoline,2974.93,
Consumer expenditures per household on Vehicle maintenance and repair,1310.29,
Consumer expenditures per household on Travel,2479.62,
Consumer expenditures per household on Airline fares,480.82,
Consumer expenditures per household on Auto/Truck rental on trips,94.22,
Consumer expenditures per household on Lodging on trips,820.03,
Consumer expenditures per household on Food and drink on trips,614.52,
Consumer expenditures per household on Entertainment on trips,146.64,
Consumer expenditures per household on Child Care,428.85,
Consumer expenditures per household on Day Care/Nursery & Preschools,312.87,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,115.98,
