Name,Value,MOE
All Employer establishments (Total),363786,
All Nonemployer firms,1167972,
Total employment of employers,4962197,
"Total annual payroll of employers ($1,000)",338105637,
"Total revenue of employers ($1,000)",1679912291,
"Revenue of nonemployer firms ($1,000)",69570680,
Establishment Entrants,39408,
Establishment Exits,35440,
All Employer firms (Total),256740,
Firms Age 0 (startups),24606,
Firms Age 1-5 Years,74199,
Firms Age 6-10 Year,43445,
Firms Age 11+ Years,102218,
Firms born before 1977,12272,
Firms with 1 to 19 employees,115742,
Firms with 20 to 499 employees,13708,
Firms with 500 or more employees,279,
"Total revenue of employers ($1,000) for Islands",n/a,
