Name,Value,MOE
All Employer establishments (Total),254594,
Average employment per employer,19,
Establishments with less than 5 employees,123358,
Establishments with 5 to 9 employees,50146,
Average payroll per employee,57483,
Establishments with 10 to 19 employees,36704,
Establishments with 20 to 49 employees,27446,
Establishments with 50 to 99 employees,9431,
Population per employer,46,
Establishments with 100 to 249 employees,5256,
Establishments with 250 to 499 employees,1433,
Establishments with 500 to 999 employees,493,
"Establishments with 1,000 employees or more",327,
Total employment of employers,4963808,
"Total annual payroll of employers ($1,000)",285334397,
Number of farm operations (Ag only),47633,
Total contract and hired labor expense (Ag only),25740000,
Total operating expense (Ag only),4334466000,
Establishment Entrants,21526,
Establishment Exits,19991,
All Employer firms (Total),166882,
Firms Age 0 (startups),12159,
Firms Age 1-5 Years,35758,
Firms Age 6-10 Year,22758,
Firms Age 11+ Years,77418,
Firms born before 1977,18789,
Firms with 1 to 19 employees,146048,
Firms with 20 to 499 employees,24479,
Firms with 500 or more employees,537,
