Name,Value,MOE
Total population,11780046,
Percent male,49.3,
Percent female,50.7,
Percent under 5 years,5.7,
Percent under 18 years,22.2,
Percent 18 years and over ,77.8,
Percent 21 years and over,73.9,
Percent working age (25 to 64 years),51.1,
Percent 65 years and over,17.9,
Median age,39.6,0.1
Percent White,77.82,
Percent Black or African American,12.28,
Percent American Indian and Alaska Native,0.15,
Percent Asian,2.45,
Percent Native Hawaiian and Other Pacific Islander,0.04,
Percent some other race,1.58,
Percent two or more races,5.69,
Percent Hispanic (of any race),4.56,
