Name,Value,MOE
Total consumer expenditures per household ,89689.86,
Consumer expenditures per household on Alcoholic beverages,567.49,
Consumer expenditures per household on Alcoholic beverages consumed at home,349.8,
Consumer expenditures per household on Apparel & services,2141.8,
Consumer expenditures per household on Men's Apparel,394.34,
Consumer expenditures per household on Women's Apparel,728.18,
Consumer expenditures per household on Children's Apparel,344.62,
Consumer expenditures per household on Boys' Apparel,127.8,
Consumer expenditures per household on Girls' Apparel,126.28,
Consumer expenditures per household on Footware,447.63,
Consumer expenditures per household on Dining out (Food away from home),3574.93,
Consumer expenditures per household on Education,1453.63,
Consumer expenditures per household on Entertainment / Recreation,3719.9,
Consumer expenditures per household on Club membership fees,258.63,
Consumer expenditures per household on Dating services,0.76,
Consumer expenditures per household on Pet food,355.65,
Consumer expenditures per household on Pet services,94.53,
Consumer expenditures per household on Food consumed at home,6712.48,
Consumer expenditures per household on Bakery products consumed at home,859.92,
Consumer expenditures per household on Dairy products consumed at home,632.85,
Consumer expenditures per household on Fruits and vegetables consumed at home,1293.86,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1449.06,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,700.08,
Consumer expenditures per household on Snacks and other food products consumed at home,2476.78,
Consumer expenditures per household on Health Care,7309.59,
Consumer expenditures per household on Medical services,1423.6,
Consumer expenditures per household on Nonprescription drugs,175.39,
Consumer expenditures per household on Household Services,2523.93,
Consumer expenditures per household on Care for the elderly and handicapped,27.7,
Consumer expenditures per household on Lawn and garden services,657.08,
Consumer expenditures per household on Housekeeping services,212.27,
Consumer expenditures per household on PC repair,5.18,
Consumer expenditures per household on Housing,28959.92,
Consumer expenditures per household on Home improvements,5106.24,
"Consumer expenditures per household on Utilities, fuel, and public services",5693.79,
Consumer expenditures per household on Phone services,1841.14,
Consumer expenditures per household on Water,908.81,
Consumer expenditures per household on Life and other insurance,620.78,
Consumer expenditures per household on Pensions and social security,9352.73,
Consumer expenditures per household on Personal Care Products and Services,884.95,
Consumer expenditures per household on Hair care products,95.76,
Consumer expenditures per household on Personal care products,377.27,
Consumer expenditures per household on Local Transportation,10555.66,
Consumer expenditures per household on Gasoline,3106.15,
Consumer expenditures per household on Vehicle maintenance and repair,1387.34,
Consumer expenditures per household on Travel,2666.48,
Consumer expenditures per household on Airline fares,527.83,
Consumer expenditures per household on Auto/Truck rental on trips,102.01,
Consumer expenditures per household on Lodging on trips,873.41,
Consumer expenditures per household on Food and drink on trips,659.55,
Consumer expenditures per household on Entertainment on trips,159.26,
Consumer expenditures per household on Child Care,471.71,
Consumer expenditures per household on Day Care/Nursery & Preschools,342.91,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,128.79,
