Name,Value,MOE
All Employer establishments (Total),58237,
All Nonemployer firms,177060,
Total employment of employers,848398,
"Total annual payroll of employers ($1,000)",57273535,
"Total revenue of employers ($1,000)",385307587,
"Revenue of nonemployer firms ($1,000)",15218350,
Establishment Entrants,6564,
Establishment Exits,5267,
All Employer firms (Total),41690,
Firms Age 0 (startups),4537,
Firms Age 1-5 Years,11705,
Firms Age 6-10 Year,5454,
Firms Age 11+ Years,15741,
Firms born before 1977,4252,
Firms with 1 to 19 employees,18304,
Firms with 20 to 499 employees,2753,
Firms with 500 or more employees,50,
"Total revenue of employers ($1,000) for Islands",n/a,
