Name,Value,MOE
Total population,1005872,
Percent male,48.5,
Percent female,51.5,
Percent under 5 years,5.4,
Percent under 18 years,20.9,
Percent 18 years and over ,79.1,
Percent 21 years and over,75.1,
Percent working age (25 to 64 years),50.6,
Percent 65 years and over,20,
Median age,41.5,0.1
Percent White,61.82,
Percent Black or African American,21.94,
Percent American Indian and Alaska Native,0.37,
Percent Asian,4.09,
Percent Native Hawaiian and Other Pacific Islander,0.04,
Percent some other race,4.1,
Percent two or more races,7.64,
Percent Hispanic (of any race),10.72,
