Name,Value,MOE
Total consumer expenditures per household ,91929.37,
Consumer expenditures per household on Alcoholic beverages,603.21,
Consumer expenditures per household on Alcoholic beverages consumed at home,369.97,
Consumer expenditures per household on Apparel & services,2256.61,
Consumer expenditures per household on Men's Apparel,414.13,
Consumer expenditures per household on Women's Apparel,756.57,
Consumer expenditures per household on Children's Apparel,359.36,
Consumer expenditures per household on Boys' Apparel,131.82,
Consumer expenditures per household on Girls' Apparel,131.5,
Consumer expenditures per household on Footware,485.5,
Consumer expenditures per household on Dining out (Food away from home),3755.63,
Consumer expenditures per household on Education,1534.7,
Consumer expenditures per household on Entertainment / Recreation,3776.16,
Consumer expenditures per household on Club membership fees,268.85,
Consumer expenditures per household on Dating services,0.78,
Consumer expenditures per household on Pet food,334.57,
Consumer expenditures per household on Pet services,101.23,
Consumer expenditures per household on Food consumed at home,6838.03,
Consumer expenditures per household on Bakery products consumed at home,870.47,
Consumer expenditures per household on Dairy products consumed at home,646.17,
Consumer expenditures per household on Fruits and vegetables consumed at home,1349.32,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1487.56,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,693.88,
Consumer expenditures per household on Snacks and other food products consumed at home,2484.52,
Consumer expenditures per household on Health Care,7008.75,
Consumer expenditures per household on Medical services,1425.28,
Consumer expenditures per household on Nonprescription drugs,168.54,
Consumer expenditures per household on Household Services,2560.19,
Consumer expenditures per household on Care for the elderly and handicapped,31.74,
Consumer expenditures per household on Lawn and garden services,619.9,
Consumer expenditures per household on Housekeeping services,226.36,
Consumer expenditures per household on PC repair,5.43,
Consumer expenditures per household on Housing,30613.86,
Consumer expenditures per household on Home improvements,5074.83,
"Consumer expenditures per household on Utilities, fuel, and public services",5510.6,
Consumer expenditures per household on Phone services,1810.23,
Consumer expenditures per household on Water,907.98,
Consumer expenditures per household on Life and other insurance,604.79,
Consumer expenditures per household on Pensions and social security,9718.41,
Consumer expenditures per household on Personal Care Products and Services,945.85,
Consumer expenditures per household on Hair care products,100.22,
Consumer expenditures per household on Personal care products,415.76,
Consumer expenditures per household on Local Transportation,10420.29,
Consumer expenditures per household on Gasoline,3025.52,
Consumer expenditures per household on Vehicle maintenance and repair,1400.74,
Consumer expenditures per household on Travel,2787,
Consumer expenditures per household on Airline fares,596.42,
Consumer expenditures per household on Auto/Truck rental on trips,107.55,
Consumer expenditures per household on Lodging on trips,885.25,
Consumer expenditures per household on Food and drink on trips,684.49,
Consumer expenditures per household on Entertainment on trips,165.5,
Consumer expenditures per household on Child Care,510.61,
Consumer expenditures per household on Day Care/Nursery & Preschools,364.08,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,146.53,
