Name,Value,MOE
All Employer establishments (Total),76393,
Average employment per employer,17,
Establishments with less than 5 employees,42156,
Establishments with 5 to 9 employees,12926,
Average payroll per employee,55365,
Establishments with 10 to 19 employees,9927,
Establishments with 20 to 49 employees,7179,
Establishments with 50 to 99 employees,2335,
Population per employer,41,
Establishments with 100 to 249 employees,1310,
Establishments with 250 to 499 employees,330,
Establishments with 500 to 999 employees,127,
"Establishments with 1,000 employees or more",103,
Total employment of employers,1286578,
"Total annual payroll of employers ($1,000)",71231852,
Number of farm operations (Ag only),1032,
Total contract and hired labor expense (Ag only),n/a,
Total operating expense (Ag only),210622000,
Establishment Entrants,9426,
Establishment Exits,6801,
All Employer firms (Total),52652,
Firms Age 0 (startups),6191,
Firms Age 1-5 Years,16045,
Firms Age 6-10 Year,9131,
Firms Age 11+ Years,18909,
Firms born before 1977,2376,
Firms with 1 to 19 employees,46708,
Firms with 20 to 499 employees,6902,
Firms with 500 or more employees,135,
