Name,Value,MOE
Median household income,75561,714
Average income,102911,1024
Percent high school degree or higher,87.4,0.2
Percent Bachelor's degree or higher,27.4,0.3
Average household size,2.62,
Percent in poverty,12.6,0.3
Percent population 16 years and over in labor force,63.1,0.2
Percent employed,58.3,0.2
Percent disabled,13.4,0.2
Percent with health coverage,88.7,0.2
Percent of all workers 16 and over who commute to work,89.5,0.4
Percent who drive alone to work,72.1,0.3
Percent who carpool to work,10.9,0.3
Percent who use public transportation to commute to work,2.4,0.1
Percent who walk to work,1.5,0.1
Percent who use other means to commute to work,2.7,0.1
Percent who work from home,10.5,0.2
Average travel time to work (mins),24.8,0.2
Percent with no vehicles available,7.1,0.2
Percent with 1 vehicle available,34.2,0.4
Percent with 2 or more vehicles available,58.7,0.5
Percent veterans,8.3,0.1
Percent foreign born,19,
Percent speaking Spanish at home,19.9,0.2
Percent speaking other Indo-European languages at home,2.4,0.1
Percent speaking other Asian and Pacific Island languages at home,5.9,0.1
