Name,Value,MOE
All Employer establishments (Total),41722,
All Nonemployer firms,129860,
Total employment of employers,508927,
"Total annual payroll of employers ($1,000)",27457995,
"Total revenue of employers ($1,000)",133537321,
"Revenue of nonemployer firms ($1,000)",6985618,
Establishment Entrants,3965,
Establishment Exits,3263,
All Employer firms (Total),31738,
Firms Age 0 (startups),2153,
Firms Age 1-5 Years,6228,
Firms Age 6-10 Year,4104,
Firms Age 11+ Years,15826,
Firms born before 1977,3424,
Firms with 1 to 19 employees,14325,
Firms with 20 to 499 employees,1697,
Firms with 500 or more employees,28,
"Total revenue of employers ($1,000) for Islands",n/a,
