Name,Value,MOE
Total number of employer and nonemployer businesses,556709,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,196900,
White-owned non-employer businesses,288000,
Black-owned non-employer businesses,175300,
American Indian- and Alaska Native-owned employer businesses,3100,
Asian-owned non-employer businesses,10330,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,260,
Hispanic-owned non-employer businesses,12870,
Female-owned non-employer businesses,217130,
Male-owned non-employer businesses,248000,
Veteran-owned non-employer businesses,30230,
