Name,Value,MOE
Total population,2951438,
Percent male,48.5,
Percent female,51.5,
Percent under 5 years,6,
Percent under 18 years,23.5,
Percent 18 years and over ,76.5,
Percent 21 years and over,72.1,
Percent working age (25 to 64 years),50,
Percent 65 years and over,16.8,
Median age,38.4,0.1
Percent White,56.31,
Percent Black or African American,36.96,
Percent American Indian and Alaska Native,0.45,
Percent Asian,0.98,
Percent Native Hawaiian and Other Pacific Islander,0.05,
Percent some other race,1.66,
Percent two or more races,3.6,
Percent Hispanic (of any race),3.6,
