Name,Value,MOE
All Employer establishments (Total),60469,
Average employment per employer,16,
Establishments with less than 5 employees,30888,
Establishments with 5 to 9 employees,12437,
Average payroll per employee,45527,
Establishments with 10 to 19 employees,8291,
Establishments with 20 to 49 employees,5776,
Establishments with 50 to 99 employees,1810,
Population per employer,49,
Establishments with 100 to 249 employees,864,
Establishments with 250 to 499 employees,254,
Establishments with 500 to 999 employees,97,
"Establishments with 1,000 employees or more",52,
Total employment of employers,944580,
"Total annual payroll of employers ($1,000)",43003532,
Number of farm operations (Ag only),14914,
Total contract and hired labor expense (Ag only),20278000,
Total operating expense (Ag only),1987600000,
Establishment Entrants,5200,
Establishment Exits,4997,
All Employer firms (Total),41077,
Firms Age 0 (startups),3101,
Firms Age 1-5 Years,8919,
Firms Age 6-10 Year,5681,
Firms Age 11+ Years,19168,
Firms born before 1977,4208,
Firms with 1 to 19 employees,36606,
Firms with 20 to 499 employees,5274,
Firms with 500 or more employees,119,
