Name,Value,MOE
Total consumer expenditures per household ,70842,
Consumer expenditures per household on Alcoholic beverages,433.9,
Consumer expenditures per household on Alcoholic beverages consumed at home,269.01,
Consumer expenditures per household on Apparel & services,1680.32,
Consumer expenditures per household on Men's Apparel,305.49,
Consumer expenditures per household on Women's Apparel,585.82,
Consumer expenditures per household on Children's Apparel,273.78,
Consumer expenditures per household on Boys' Apparel,103.06,
Consumer expenditures per household on Girls' Apparel,98.84,
Consumer expenditures per household on Footware,343.18,
Consumer expenditures per household on Dining out (Food away from home),2792.95,
Consumer expenditures per household on Education,1086.69,
Consumer expenditures per household on Entertainment / Recreation,2925.4,
Consumer expenditures per household on Club membership fees,193.28,
Consumer expenditures per household on Dating services,0.64,
Consumer expenditures per household on Pet food,295.83,
Consumer expenditures per household on Pet services,70.51,
Consumer expenditures per household on Food consumed at home,5434.64,
Consumer expenditures per household on Bakery products consumed at home,697.76,
Consumer expenditures per household on Dairy products consumed at home,507.24,
Consumer expenditures per household on Fruits and vegetables consumed at home,1031.17,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1175.7,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,580.98,
Consumer expenditures per household on Snacks and other food products consumed at home,2022.77,
Consumer expenditures per household on Health Care,6025.56,
Consumer expenditures per household on Medical services,1116.87,
Consumer expenditures per household on Nonprescription drugs,146.59,
Consumer expenditures per household on Household Services,1998.03,
Consumer expenditures per household on Care for the elderly and handicapped,20.59,
Consumer expenditures per household on Lawn and garden services,534.59,
Consumer expenditures per household on Housekeeping services,159.36,
Consumer expenditures per household on PC repair,4.17,
Consumer expenditures per household on Housing,22458.91,
Consumer expenditures per household on Home improvements,3905.63,
"Consumer expenditures per household on Utilities, fuel, and public services",4762.59,
Consumer expenditures per household on Phone services,1528.87,
Consumer expenditures per household on Water,742.98,
Consumer expenditures per household on Life and other insurance,498.43,
Consumer expenditures per household on Pensions and social security,7113.73,
Consumer expenditures per household on Personal Care Products and Services,684.65,
Consumer expenditures per household on Hair care products,74.83,
Consumer expenditures per household on Personal care products,282.42,
Consumer expenditures per household on Local Transportation,8670.84,
Consumer expenditures per household on Gasoline,2610.24,
Consumer expenditures per household on Vehicle maintenance and repair,1111.69,
Consumer expenditures per household on Travel,2028.74,
Consumer expenditures per household on Airline fares,376.88,
Consumer expenditures per household on Auto/Truck rental on trips,77.03,
Consumer expenditures per household on Lodging on trips,680.39,
Consumer expenditures per household on Food and drink on trips,506.46,
Consumer expenditures per household on Entertainment on trips,119.84,
Consumer expenditures per household on Child Care,346.95,
Consumer expenditures per household on Day Care/Nursery & Preschools,252.86,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,94.09,
