Name,Value,MOE
Median household income,91750,634
Average income,117307,911
Percent high school degree or higher,93.3,0.2
Percent Bachelor's degree or higher,36.9,0.4
Average household size,2.99,
Percent in poverty,8.6,0.2
Percent population 16 years and over in labor force,69.6,0.2
Percent employed,67,0.2
Percent disabled,10.3,0.1
Percent with health coverage,91.3,0.2
Percent of all workers 16 and over who commute to work,84,0.4
Percent who drive alone to work,69.1,0.3
Percent who carpool to work,9.8,0.2
Percent who use public transportation to commute to work,1.7,0.1
Percent who walk to work,2,0.1
Percent who use other means to commute to work,1.5,0.1
Percent who work from home,16,0.2
Average travel time to work (mins),22,0.2
Percent with no vehicles available,3.9,0.2
Percent with 1 vehicle available,23.7,0.4
Percent with 2 or more vehicles available,72.3,0.4
Percent veterans,4.8,0.1
Percent foreign born,8.6,
Percent speaking Spanish at home,10.7,0.2
Percent speaking other Indo-European languages at home,2.1,0.1
Percent speaking other Asian and Pacific Island languages at home,2.2,0.1
