Name,Value,MOE
Median household income,71773,660
Average income,96507,1064
Percent high school degree or higher,94.5,0.2
Percent Bachelor's degree or higher,35.3,0.4
Average household size,2.27,
Percent in poverty,10.8,0.3
Percent population 16 years and over in labor force,62.1,0.3
Percent employed,59.5,0.3
Percent disabled,15.6,0.2
Percent with health coverage,93.4,0.2
Percent of all workers 16 and over who commute to work,85.9,0.5
Percent who drive alone to work,72.3,0.5
Percent who carpool to work,8.2,0.3
Percent who use public transportation to commute to work,0.5,0.1
Percent who walk to work,3.5,0.2
Percent who use other means to commute to work,1.4,0.1
Percent who work from home,14.1,0.4
Average travel time to work (mins),24.4,0.3
Percent with no vehicles available,6.7,0.2
Percent with 1 vehicle available,33.6,0.5
Percent with 2 or more vehicles available,59.7,0.6
Percent veterans,8.7,0.2
Percent foreign born,3.9,
Percent speaking Spanish at home,0.9,0.1
Percent speaking other Indo-European languages at home,3.6,0.1
Percent speaking other Asian and Pacific Island languages at home,0.7,0.1
