Name,Value,MOE
Total population,29640343,
Percent male,49.9,
Percent female,50.1,
Percent under 5 years,6.5,
Percent under 18 years,25.2,
Percent 18 years and over ,74.8,
Percent 21 years and over,70.6,
Percent working age (25 to 64 years),51.9,
Percent 65 years and over,13.2,
Median age,35.5,0.1
Percent White,53.93,
Percent Black or African American,12.23,
Percent American Indian and Alaska Native,0.64,
Percent Asian,5.34,
Percent Native Hawaiian and Other Pacific Islander,0.1,
Percent some other race,8.57,
Percent two or more races,19.18,
Percent Hispanic (of any race),39.46,
