Name,Value,MOE
All Employer establishments (Total),657362,
Average employment per employer,18,
Establishments with less than 5 employees,353091,
Establishments with 5 to 9 employees,117243,
Average payroll per employee,64061,
Establishments with 10 to 19 employees,85180,
Establishments with 20 to 49 employees,63074,
Establishments with 50 to 99 employees,21560,
Population per employer,44,
Establishments with 100 to 249 employees,11663,
Establishments with 250 to 499 employees,3461,
Establishments with 500 to 999 employees,1337,
"Establishments with 1,000 employees or more",753,
Total employment of employers,11507642,
"Total annual payroll of employers ($1,000)",737188384,
Number of farm operations (Ag only),60431,
Total contract and hired labor expense (Ag only),117305000,
Total operating expense (Ag only),6068343000,
Establishment Entrants,72439,
Establishment Exits,57941,
All Employer firms (Total),437470,
Firms Age 0 (startups),47396,
Firms Age 1-5 Years,129880,
Firms Age 6-10 Year,73879,
Firms Age 11+ Years,167191,
Firms born before 1977,19124,
Firms with 1 to 19 employees,390585,
Firms with 20 to 499 employees,53527,
Firms with 500 or more employees,1215,
