Name,Value,MOE
All Employer establishments (Total),1314000,
All Nonemployer firms,6047050,
Total employment of employers,23014144,
"Total annual payroll of employers ($1,000)",1474329162,
"Total revenue of employers ($1,000)",10954780278,
"Revenue of nonemployer firms ($1,000)",358301760,
Establishment Entrants,144878,
Establishment Exits,115882,
All Employer firms (Total),881228,
Firms Age 0 (startups),94821,
Firms Age 1-5 Years,259960,
Firms Age 6-10 Year,148067,
Firms Age 11+ Years,337378,
Firms born before 1977,41002,
Firms with 1 to 19 employees,390585,
Firms with 20 to 499 employees,53527,
Firms with 500 or more employees,1215,
"Total revenue of employers ($1,000) for Islands",n/a,
