Name,Value,MOE
All Employer establishments (Total),1266109,
All Nonemployer firms,5936402,
Total employment of employers,19257000,
"Total annual payroll of employers ($1,000)",1112828672,
"Total revenue of employers ($1,000)",5243466088,
"Revenue of nonemployer firms ($1,000)",330396764,
Establishment Entrants,151556,
Establishment Exits,123270,
All Employer firms (Total),894692,
Firms Age 0 (startups),102811,
Firms Age 1-5 Years,272386,
Firms Age 6-10 Year,157598,
Firms Age 11+ Years,334695,
Firms born before 1977,27202,
Firms with 1 to 19 employees,411569,
Firms with 20 to 499 employees,38129,
Firms with 500 or more employees,732,
"Total revenue of employers ($1,000) for Islands",n/a,
