Name,Value,MOE
All Employer establishments (Total),78669,
All Nonemployer firms,229806,
Total employment of employers,1230468,
"Total annual payroll of employers ($1,000)",78314525,
"Total revenue of employers ($1,000)",369089679,
"Revenue of nonemployer firms ($1,000)",16132498,
Establishment Entrants,7114,
Establishment Exits,6070,
All Employer firms (Total),57441,
Firms Age 0 (startups),4335,
Firms Age 1-5 Years,12510,
Firms Age 6-10 Year,7810,
Firms Age 11+ Years,27157,
Firms born before 1977,5628,
Firms with 1 to 19 employees,25289,
Firms with 20 to 499 employees,3752,
Firms with 500 or more employees,57,
"Total revenue of employers ($1,000) for Islands",n/a,
