Name,Value,MOE
Median household income,93760,669
Average income,135332,1164
Percent high school degree or higher,91.3,0.2
Percent Bachelor's degree or higher,41.9,0.3
Average household size,2.47,
Percent in poverty,10,0.2
Percent population 16 years and over in labor force,66.1,0.2
Percent employed,62.1,0.2
Percent disabled,12.1,0.2
Percent with health coverage,94.7,0.2
Percent of all workers 16 and over who commute to work,85.6,0.4
Percent who drive alone to work,70.6,0.3
Percent who carpool to work,7.7,0.2
Percent who use public transportation to commute to work,3.4,0.1
Percent who walk to work,2.5,0.1
Percent who use other means to commute to work,1.5,0.1
Percent who work from home,14.4,0.2
Average travel time to work (mins),26.6,0.3
Percent with no vehicles available,8.6,0.2
Percent with 1 vehicle available,33.3,0.3
Percent with 2 or more vehicles available,58.1,0.4
Percent veterans,4.9,0.1
Percent foreign born,15.4,
Percent speaking Spanish at home,12.6,0.1
Percent speaking other Indo-European languages at home,6.9,0.2
Percent speaking other Asian and Pacific Island languages at home,2.5,0.1
