Name,Value,MOE
Median household income,72639,453
Average income,97625,916
Percent high school degree or higher,91.9,0.2
Percent Bachelor's degree or higher,35.2,0.3
Average household size,2.46,
Percent in poverty,11.5,0.2
Percent population 16 years and over in labor force,66.3,0.2
Percent employed,62.8,0.2
Percent disabled,13.4,0.2
Percent with health coverage,91.1,0.2
Percent of all workers 16 and over who commute to work,89.3,0.3
Percent who drive alone to work,76.7,0.3
Percent who carpool to work,8.5,0.2
Percent who use public transportation to commute to work,0.4,0.1
Percent who walk to work,2.3,0.1
Percent who use other means to commute to work,1.3,0.1
Percent who work from home,10.7,0.2
Average travel time to work (mins),19.8,0.2
Percent with no vehicles available,5.1,0.1
Percent with 1 vehicle available,29.9,0.3
Percent with 2 or more vehicles available,65,0.4
Percent veterans,7,0.1
Percent foreign born,7.2,
Percent speaking Spanish at home,8,0.2
Percent speaking other Indo-European languages at home,1.4,0.1
Percent speaking other Asian and Pacific Island languages at home,1.9,0.1
