Name,Value,MOE
All Employer establishments (Total),65696,
All Nonemployer firms,239294,
Total employment of employers,1014724,
"Total annual payroll of employers ($1,000)",56289745,
"Total revenue of employers ($1,000)",286621559,
"Revenue of nonemployer firms ($1,000)",14091556,
Establishment Entrants,6660,
Establishment Exits,5203,
All Employer firms (Total),46415,
Firms Age 0 (startups),3517,
Firms Age 1-5 Years,10114,
Firms Age 6-10 Year,6352,
Firms Age 11+ Years,21657,
Firms born before 1977,4766,
Firms with 1 to 19 employees,20829,
Firms with 20 to 499 employees,2692,
Firms with 500 or more employees,55,
"Total revenue of employers ($1,000) for Islands",n/a,
